text,author,date,like
"There are an awful lot of “Karen’s” that want to tell everyone how to live their lives  and what and how to do it. I love your content. I am always excited to see your new videos! I completely understand what you were speaking about. You have a lovely life with beautiful things. I will certainly never be able to get a Channel bag, but I have a square straw bag much that looks somewhat like your your beautiful Channel summer bag. Because you are nice enough to share your life we us, I able to put some elegant items into my wardrobe and into my life. Thank you!",Monika Reid,9 ay önce,10
"I know exactly what you mean by creating a life in your head. After taking my Clifton Strengths assessment, I learnt that my top strength is 'Futuristic'. I can talk about the future as if I am living in it and it drives my husband crazy.",Nicola E W,9 ay önce,3
"You have made it because you manifested it and worked hard towards it. People should be inspired by your positive energy. There is nothing impossible in life. Everybody owns its future and it's up to everyone to work towards its objectives, just dare to face your fears and be resilient!! Congratulations Lydia. I look forward to see you with your grandma issues when you become grandma yourself ",Nacima TAHRAT,9 ay önce,0
Keep making your content and do you! You have a good spirit about you and I enjoy watching you!!,Danielle Payne,9 ay önce,2
2 cellos are amaazing! Went to their concert in a summer club just bc my parents insisted and they were unbelievable ,Daniella9658,9 ay önce,0
"To quote Shakespeare “There is nothing either good or bad, but thinking makes it so” 
Loved listening to your insights into perception!",Caitlin Jenkins,9 ay önce,0
"Bravo Lydia!! This is the first time I have ever written to you or anyone on YouTube! But having said that I have watched you for years way back when you had your other home!! I have seen the transition and joy  and honesty you have in every vlog.  I live in Long Island, NY but bought a house in Pennsylvania in the beginning of the pandemic.  I have been fixing it up every month in last 2 years.  You have given me so much inspiration and drive to make this my piece of heaven.  I also want to start my own kitchen garden and green house but live there only part time. One day! You are such an inspiration and beautiful person inside and out! Trying to get my husband to get our own sausage dogs! One day! Enjoy your life and so proud of all you have accomplished! Best Wishes, Karina",Karina Widdicombe,9 ay önce,0
Loving everything from this haul.  You nailed Lydia.,Gladys Margarita Pacheco,9 ay önce,5
"I completely agree Lydia! I don’t understand why people don’t understand that mindset is powerful.  It also takes work. When I feel like I am struggling with something or can’t do something, I literally tell myself you can do this. I end up surprising myself when I make it happen and I think why do you doubt yourself. I believe these people don’t know what goes into what you do. Yes it all looks so wonderful, but I know without a doubt that you work hard and put your heart and soul into everything you do. That’s why I love your content ",Stephanie Riggs,9 ay önce (düzenlendi),0
Your an amazing woman… I love thrifting it’s exciting and when I see something new and I feel I’ve budgeted for it’s still a treat …money as you say isn’t in the picture on the high end $$$$$ all the time .. thinking outside the box for yourself is only really for you .. we all have different tastes and style. Good on you Lydia for who you are and don’t take the world on your shoulder . I wish them well too xx,Deborah Wates,9 ay önce,1
