text,author,date,like
I'm so happy for you!  Welcome to the Tesla family!,Sea Doc,9 ay önce,0
Im so happy for Justine I cant stop smiling watching this vid,Nico Balderas,9 ay önce,0
"congratulations! iJustine, I can see how happy you are with your new acquisition",Luiz Fernado Ramos Garcia,9 ay önce,0
Congrats Justine! You deserve it!!!!!,Tin Lok Lai,9 ay önce,0
Congrats Justine... Love the spontaneous purchase,Steven Pires,9 ay önce,0
"I'm glad you love it, you deserve it! The yoke isn't that bad eh, everyone I talk to complains about it but till you try it you don't know how simple it is.",山乇丂ᑎIᑕᕼOᒪ,9 ay önce,7
"Congrats Justine. I’m happy for you, enjoy your new Tesla!! I feel your joy within me to. Can’t wait to get one myself ",Abbas Vlogs,9 ay önce,1
Congratulations. That thing is incredible. I had no idea the steering wheel looked like that. So very cool.,ThatGuyJunJun,9 ay önce,0
"Welcome to Team Tesla, Justine!  I admit that I’m totally jealous haha. I want another one haha",Jon Bascos,9 ay önce,0
Congrats Justine!! Welcome to the Tesla fam! Also your reaction to the acceleration is priceless!,Alan Patrick Alvarado,9 ay önce (düzenlendi),0
I love how the driver looks at Justine for several seconds at a time even though he’s legally responsible. I hope someone shuts this beta testing crap down. Also people are signing up for features which they don’t know will ever work and Tesla is charging money for it. Scamsters.,Norbert Mayer,9 ay önce,1
This is the definition of A Boss Move...... Bought a car in a car in 4 seconds.,trini kid,9 ay önce,14
So Happy For You! Congratulations! You Deserve It!!!,vpk - Topic,8 ay önce,0
"Damn Justine, that car looks clean! I hope you keep it in good condition.",Randy Ragsdale,9 ay önce,0
Wow Justine I’m so happy for you and all of videos are so motivating and informative keep up the good work. It would be nice to meet you one day I’m a big fan of your channel and Jenna’s channel too .,Victor Delacruz,9 ay önce,1
"It's about time you jumped on the Tesla train!  For someone so into tech, this car is perfect for you! I love my Tesla!",Rolan Castaneda,9 ay önce,1
I love this video! I cannot stop watching it. Your excitement and happiness is just gold for me!,Travel n’ Chill,9 ay önce,0
Ijustine makes everyone's days better️,Amaira,9 ay önce,11
That's a really cool Tesla! I loved its unique steering wheel! I would love to ride it someday!,Miguel José,9 ay önce,1
That raw new Tesla excitement was just amazing. CONGRATS ,CJay,9 ay önce,2
So epic! Glad to see you finally join th family. This always seemed like the perfect car for you! Basically an iPhone and a space ship that for some reason has wheels,StalePhish,9 ay önce,0
"I'm so happy for you.

Loved this. My favorite Justine video  of the year ️️️",peekachuu3,9 ay önce,0
"Congrats, iJustine! What an awesome vehicle!",flipwarrior,9 ay önce,0
Heck ya!!!!!!! Congrats Ijustine ,,9 ay önce,139
This was so fun to watch ️ congratulations ,Muhammad Kito,9 ay önce,0
