text,author,date,like
Do your sponsors care if you sell the products right after you're done making the video?,Chicken Soup,8 ay önce,2
Yes that tv definitely looks mini to me ,KNIGHTFALL,8 ay önce,1
"Hey Justine, I’m currently on break on the night shift at work. Your video is just what I needed ",Fratri Edson Silva,8 ay önce,2
"This is the TV you beat Halo on last night, right?? (And I was happy with my 4K LG OLED until this exact moment...RIP wallet!)",,8 ay önce,115
Merry Christmas and Happy New Year to the Queen of tech iJustine!,Rudy Villatoro,8 ay önce,4
"Now this LED TV can provide a wider and clearer view to watch, along with detailed colors.  
Happy New Year of 2022, Miss Justine.️",Jerome Tso Wing Huen,7 ay önce,0
I got the LG A1 TV and the new magic remote DIDNT HAVE THE NFC!! it isn't as expensive as most lg oled tv's but im still quite surprised as it is a small feature,Vihan,8 ay önce,0
I can’t wait to get me one ,Izaiah Nunez,8 ay önce,0
Definitely gonna be getting one now,Calvin Kline,8 ay önce,0
"thinking about getting my boyfriend a new tv for his birthday in February, may have to look at this one!! Thanks Justine, hope you have a good New Year! ️",Domenique Noelle,8 ay önce,6
ugh! such amazing tv !!,Othmane Adams,8 ay önce,0
I hope that you’re having a great holiday Justine!! ,Emily Sousa,8 ay önce,1
"Cool, i would get a miniled over oled for longevity",arnoldaudio🔊,8 ay önce,2
"Hey Justine, how does it compare to our 4K OLED display from LG? I think that TV looks just as good.",Peter Merola,7 ay önce,1
Have so much fun watching this channel!,aminu umar,8 ay önce,0
"Love you..r reviews, this TV looks great, but if that remote is as loud as it sounds when you are clicking the buttons no thanks!  :)",Marc Spunt,8 ay önce,0
This TV looks so awesome,Edward Sanchez Productions,8 ay önce,4
Even when you recorded the TV. It look really great on the video those pixels are improving.,Erick Jimenez,8 ay önce,4
I'm impressed with that TV. Shout out to you and Jenna & happy new year.,R-Rod,8 ay önce,0
LG kicks butt in TVs. Every time you review one it blows my mind. 6:18 back to you.,Sunfrog,8 ay önce,2
"all this features it’s amazing 
but unfortunately it’s high cost that i can’t handle it ",AM thalbah,7 ay önce,1
Ain't nothing mini about tv...i love it.,kevin elliott,8 ay önce,0
justine does the best content ever!,grand priest,8 ay önce,0
"Hey Justine, how does this TV compare to OLED TV's?",Ahsan Jubaid,8 ay önce (düzenlendi),0
"I used to have £600 LG LCD 2010 TV, upgraded to top of the range 2020 LG LED TV. My 2010 one was much slimmer than 2020 TV. The picture quality slightly improved. Saying that I loaded a demo video into my 2010 and it looked the same as on 2020 version. It means that it all depends on broadcast or recording quality. TVs remain the same. It’s all marketing to persuade sheep to spend more money. What these companies don’t say is that 5K-8K TVS are bad for your eyes. Justine, would you be so kind to make a video of throwing your old (previously advertised) TVs into rubbish bin. That will be awesomely entertaining. You’ll probably get  many more views. No disrespect. I’ll be waiting. Good day to you.",mindlover,8 ay önce,1
I love LG I replaced my LG TV with a LG Computer screen And it’s amazing,driton berisha bass test,7 ay önce,0
"I got fed up with my 60"" LG TV when they stopped updates for WebOS only a few years after buying the thing.  I've since bought a Sony, updated my home network to include regular vulnerability scanning of all Internet of Things (IoT) devices on the network, and considering VLANning some of these things to stop potential attacks from devices that could potentially be compromised thanks to fewer/no further firmware updates from their manufacturers.  This TV will look good for a couple of years, but eventually, it'll be a big dumb beast long before it should be.  Also: don't get me started on HDMI 2.1/2.1a specs.",Martyn Drake,8 ay önce (düzenlendi),1
Advance Happy New Year everyone and to you iJustine have great year ahead..️,Bhuvnesh Elango,8 ay önce,2
QNED?!? That’s very odd naming. At least with Samsung’s QLED you still know it’s LED,David Cohen,8 ay önce,5
The only OLED display I currently have is my iPhone 12 Pro. I’d love to own a QNED TV one day.,DctrGizmo,8 ay önce,0
Glad to see another video! Thank you for all you do ! (I’m leaving for work and will have to watch later!),Jordan Bergstrom,8 ay önce,1
"Amazing video! Keep it up, Justine! btw this is close to the OLED in my opinion",tuia,8 ay önce (düzenlendi),0
Can’t wait for micro leds!,pahissonni,8 ay önce,1
8K must be more expensive then 4k,Kevin Dagostino,8 ay önce,0
And I just got the LG C1 last month aswell! Doh!! I'm an oled guy but this TV looks impressive!,D Mentos,7 ay önce (düzenlendi),0
The remote looks so old skool for such a modern tv,D,8 ay önce,0
I’m curious too see what LG has at CES 2022! As for 8k there’s hardly any content which is why I’ll stick with my LG 65” CX .. Woot!!!,Wil H,7 ay önce,0
"Happy New Year!,,lovely tv, for your ant issue,we had it and the exterminator came with a small device,,walked all around our house and found the hive queen in 2mins,,inserted a long metal tube under our house,and,,,never had any problems since,,the fee was decent,,was just fun to see how the device worked",andrewmontreal,7 ay önce,0
"Hey Justine! Press the microphone button on the LG remote and say ""Screen Off"".  This turns the screen off but you can still listen to audio (Apple Music/Sirius XM etc...) through the tv speakers. Press any button besides power/volume on the remote and the screen turns back on. Love my LG OLED 4K tv and love your reviews.  ",J P,7 ay önce,0
Love the new studio!,Jayce Sagvold,8 ay önce,0
Woo! Love your videos IJustine!,IDONTCARE !!!,8 ay önce,3
"My girl back with another upload of a beautiful 8k lg tv: this is with the sound, this is without: I luv u ijustine ",bestechYtBotBH,8 ay önce,0
Your new TV looks perfect Justine just like you.,Randy Ragsdale,8 ay önce,0
i think im gonna stick with my 4k tv for now,MaddenMobile415,8 ay önce,0
"you look so small next to the box

I've just bought the C1 oled (48"")...I'm in the UK and got it in the black Friday sale plus a further 20% off - so instead of the £1399 rrp, I got it for £716 ... so impressed with the build quality -- it doesn't get as bright as i'd like, but apart from that I love it -- my regret is I didn't go bigger (but I was upgrading from a 42"" and it's a TV for the bedroom and secondary gaming...so didn't want over kill)",Paul D,8 ay önce (düzenlendi),0
Congratulations on your new tv,mashfique Khan,8 ay önce,0
"Sometimes a technology supersede other technologies. A 8k television too high for most created content in uhd4k qhd2k and 1080p, television Industry and motion cameras(video).. All a 8k TV could possibly do is render scale output a 4k movie x2 up to equal 8k. A gpu can render it straight but most struggle fps at 4k...its well to much for content and devices that source(feed) the resolution..",Outlaw,8 ay önce,0
Just imagining playing PS5 with this Tv. So awesome.,LobaTech,8 ay önce,2
I love my lg smart tv,Kevin Dagostino,8 ay önce,0
"When ""mini"" no longer means ""mini."" I wonder what the non-mini size is. lol",Creative Diamond Dogs,8 ay önce,3
That’s a nice monitor.,xd dbzfan869,8 ay önce,0
No way it's 8k if only we could seen in 8k ,LMFAO FRENDO,8 ay önce,0
"Great TV and great presentation. If I had money, I would buy one",kamel saad,5 ay önce,0
Only if we can afford it but still an a amazing tv,B Rad,8 ay önce,0
"Thats only new combination of NanoCell LCD and Mini LED backlighting. No new Oled TV. Mini LED has long been used by TLC and  NanoCell uses a filter layer that sits in the TV, absorbing specific wavelengths of light. So 4K oled is still better, but I guess she got it for free, so there's nothing to deal with.",Moldy,8 ay önce,1
After more than a decade I remembered you and typed your name and found you are still here.. and doing good. You are one of the OGs of Youtube. We have Youtubers who are as old as  your channel lol.,Laughing Hyena,7 ay önce,1
"Cool video, but I honestly couldn’t care less for lg tvs in general…  much less a Qled or nled tv ",Unmei Tobaku,8 ay önce,0
"What really surprises me, it costs not 8K :O normally my most complain is that 4k costs 4k and 8k costs 8k ",TheOnlyEpsilonAlpha,7 ay önce,0
I love your videos,Jack Gaskell,8 ay önce,0
"у этого телика с IPS матрицей - довольно посредственная картинка, на фоне OLED-ов LG

многие люди не в курсе, что все 8К ЖК телики на рынке, показывают хуже флагманских 4К ЖК теликов",Umbrella Corporation,7 ay önce (düzenlendi),1
I've never been blown away by watching the demo. Put a PlayStation on it,Louis Mat,8 ay önce,0
"And of course, 8k comes out as soon as I could afford my first 4k tv ",Rod Zalez,8 ay önce,0
Can we get the tour of the new studio please?,Richmond Aloj,8 ay önce,0
Love that I got a iJustine ad for an iJustine video! ️,benturbz,8 ay önce,2
Why do I need a new TV all of a sudden?,Marsorry Ickua,8 ay önce,0
"wow, huge tv!! omg, cant afford that but really nice!",Ad Den,7 ay önce,0
Great video again!!! More importantly…. Which trainers are you wearing? They look awesome,Revinder Gerwal,8 ay önce,0
Hi justin you have done great great job,Asim khan,8 ay önce,0
"Not gonna lie, I have a hard time seeing any difference past 1080p. Anything ""higher"" than that just looks the same to me. And the volume is literally just higher volume lol.",Nml3ssGh0st,8 ay önce,0
"It's amazing buuuut Does it pass the gaming test though, like seeing some actual gameplay for PlayStation and Xbox to be specific??? ",Darth-PaulZeY,8 ay önce (düzenlendi),2
it's kinda amazing justine didn't go blind sitting that close to it lol,Diane,8 ay önce,0
A tv of that size you gotta sit far! But she sits too close that the tv colours are falling all over her :D,Gowtham RS,8 ay önce,0
I'm surpised Justine doesn't have kids yet or a belly bump at least. I think she would be super mom. ,C. Barrington,8 ay önce,0
Nice video  love lg tvs,TreyWay lifestyle,8 ay önce,0
We really love your videos! We are a small channel and are starting to get brands reaching out to us. We don’t know about the contract side. Any advice?,411onTech,8 ay önce,0
Wow awesome tv!!!! I love your videos,Precious Oyedeji,8 ay önce,2
Love it,iLandon,8 ay önce,2
That tv looks awesome but can we also appreciate how Justine is aging like a fine wine.,Kdubb815,7 ay önce,0
I’m watching this on my 2007 tv ,KaylasFrog,8 ay önce,0
One of the best youtubers I know in my dayss,humble zayski,7 ay önce,1
"Mini LED isn't perfect, all TV tech has its pluses and minuses, hopefully micro LED will fix them but that won't be out for a few years yet.",marksapollo,8 ay önce,0
Such great channel ijustine!,Keenans Tech Review,8 ay önce,2
"What’s better, Mini LED or OLED?",Ste Froggatt,8 ay önce,0
I am gonna buy it very soon,Harry,8 ay önce,0
That looks amazing. I just need to win the lottery now.,Owen Hamilton,8 ay önce,1
"As I am looking at my disgustingly outdated 2020 LG TV, I throw my wallet in the air in preparation to buy YET ANOTHER TV.",Mixed Otaku,8 ay önce,0
"A little late, but MERRY CHRISTMAS!
And oh, was that tape peel super satisfying",Legion PlayZ,8 ay önce,2
"How's the reflection on the screen from other lights? Also,  can you share a link for that desk or have you already in another vid.  Thanks,",Scott Suiter,8 ay önce (düzenlendi),0
"I just got an ad of Justine about the dashcam, and now I’m watching another Justine video!",Wyatt,8 ay önce,4
I think you will need HDR to review mini led tv because they are significant brighter than oled which make the highlight blown out.,Noi NgheNah,7 ay önce,0
"Am a fan of Samsung, and I like all the videos u do about Samsung products.But can u please also buy a Samsung TV of the same features as the LG TV and compare them.",Unique music,8 ay önce,1
Imagine being out in the forest and you see a big scary wolf and then it does the justine level howl at you lol,josh jay,8 ay önce,0
I will too buy the same tv soon,Fabrizio Carboni,8 ay önce,0
Happy early new year! Hope you have a great 2022! ,Frosty,8 ay önce,2
"""This is the new magic remote with NFT """,Zero,8 ay önce,0
"Honestly, I still prefer Oled",Guersom Hernandez,8 ay önce,0
"Too bad it’s a year old now! LG just announced at CES 2022 about their new upcoming lineup that looks really promising. LG releases new TVs sometime in April usually. I highly recommend people don’t buy 8K TVs because it’s useless & by the time we actually get 8K video becoming common, this will be very outdated. LG’s C2 OLEDs are 20% brighter this year & have better imagery than mini LED & have some cool new features all the while being about the same price as this TV.",Blake,7 ay önce (düzenlendi),0
Nice video iJ!,Campwise05,8 ay önce,0
"Justine: ""We need a TV to brighten up the room"". Perfect example why she's perfect, what other woman would say that about a TV (haha)? I recently got a LG OLED77CX TV and this kinda makes me want to get a new one, way too soon though.",Zach S,8 ay önce,0
My favourite tech YouTuber,Keagan Rusch,8 ay önce,0
I can see the “blooming” thought from here. mini LED is not quite there yet but very close. Hopefully next gen mini LED will be much better without “blooming” effect.,HnH,7 ay önce,0
The new office looks really good!,Chester Gervacio,8 ay önce,2
LG QNED original wow gostou verdade caro,maycon santos,3 ay önce,0
Lots a love from India ️️,𝘼𝙂𝙀𝙉𝙏 ⁴7,7 ay önce,0
6:03 did you just go back to TV to experience the viewing angle?!!! ,Jeeva Shan,8 ay önce,0
"The tv In my house is even 1% as good as this, but it’s still decent. Implying cheap tv’s are getting good. Plus it isn’t even a smart tv, it’s just a simple FHD+ 41”.",Kedar Punagin,7 ay önce,0
I'm so happy the ants have a nice new TV to watch. LOL,venom5809,8 ay önce,1
I bought lg oled 48 for Christmas 10/10,Maestro,8 ay önce,0
Glad I waited on this instead of getting the Oled model.,jenjerx,7 ay önce,1
"Wow, if only! Still with my HD TV until I can afford a new one but had to go with a Car so TV will have to wait for another year or two :(",Martyn Poole,8 ay önce,0
"iJ: ""Thank you""
TV: ""I'll look up thank you in YouTube"" ",ecopenny,8 ay önce,0
Since most content we watch isn’t 8K what would that look like? Like older tv shows and movies. Would the tv enhance the quality or would it look worse bc the tv is such high quality? I only have 1080p 40in tv so idk lol,Nancy Urchak,8 ay önce,1
"Wow.
Who could use that big of a TV?
Like, for what?",iNerdJan,8 ay önce,2
I have my on custom and I put all of the Eq up and turn on ultra surround sound and it sounds wayy better,Mustang D best220,7 ay önce,1
ratgerm loves your videos he literally has withdrawals if he goes to seconds without having your video in the background it’s so heartwarming,des,7 ay önce,0
We need PS5 game play on this,V3xxdd,8 ay önce,0
LG needs to bring 3D back,David Nguyen,7 ay önce,0
"No one sits that close to a tv in normal use. With an 8-foot sitting distance, you will not see the difference between this model and a 4k equipped tv.",Major Kursk,7 ay önce,0
"Nice! BTW, your LG link goes to the LG site in the UK.That's fine for your UK followers, but you might add a US link for those of us in your home country.",BugBob's WildWorld,7 ay önce,0
"“Howllll”, please never quit your job. You are needed.",Niinja Slayer,8 ay önce,0
I rather a real oled TV.  Millions of dimming zones on oled vs a 1000 mini led zones,John Doe,7 ay önce,0
This is  mega ,Jesse Mwesigwa,8 ay önce,0
Its good but still a backlit display and much as they try it’ll never get as black black as an OLED I’m not hating just saying but it’ll probably get way brighter then an OLED so there’s that HDR should look better on this set.,Ryan S,7 ay önce,0
I personally like Sony tvs,Ali Kay,7 ay önce,1
Mini is an understatement,Branden Alexander,7 ay önce,0
i wish someone would give me a $10000 TV,Sean Sweeney,7 ay önce,0
Lovely but a little big for my UK living room :),Drum,8 ay önce,0
I’m buying this tomorrow. Wow.,ayokarlos,7 ay önce,0
Hope you had a Merry Christmas Justine! And have a happy new year!,Hamstercool19,8 ay önce,1
Finally something  as grandiose as Justine to stare at endlessy..,Gravitational Geometry,7 ay önce,0
I love to see the competitors come up with?,Embargoman,7 ay önce,0
I just got the C1 myself and I love it,King Legolas,7 ay önce,0
"Ahhhhhhh, the Outfit, I can’t ",Thieran,7 ay önce,1
"If this QNED Mini LED  blows your mind, wait for OLED  !",diX,8 ay önce,0
PROUD TO BE A KOREAN!,ㅎㅇ,8 ay önce,0
sound pro is literally just louder,Tommy Shlug,8 ay önce,0
Not as good as their OLED but great nonetheless.,Dante,8 ay önce,0
"“I’m going to put a link in the description” so you guys can BUY it whilst I got it for FREE, no bad for just waffling on about how good it is, and a few tech specs",JAW21,8 ay önce,0
LG is GoD of Tv ,Sagar Verma,8 ay önce,0
Hey Justine! Awesome review as always. You have always been one of my fav tech youtubers,Shaumik Ahlawat,8 ay önce (düzenlendi),18
